Timer started ...
MOD: delay(95 95), type(tSRi), from(LED0.AP ), to(LED0.Q )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m12q6.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m11q0.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m11q1.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m11q2.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m11q3.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m11q4.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m11q5.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m11q6.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m10q0.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m10q1.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m10q2.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m10q3.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m10q4.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m10q5.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m10q6.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m9q0.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m9q1.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m9q2.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m9q3.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m9q4.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m9q5.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m9q6.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m8q0.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m8q1.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m8q2.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m8q3.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m8q4.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m8q5.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m8q6.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m7q0.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m7q1.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m7q2.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m7q3.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m7q4.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m7q5.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m7q6.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m6q0.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m6q1.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m6q2.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m6q3.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m6q4.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m6q5.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m6q6.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m5q0.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m5q1.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m5q2.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m5q3.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m5q4.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m5q5.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m5q6.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m4q0.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m4q1.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m4q2.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m4q3.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m4q4.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m4q5.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m4q6.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m3q0.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m3q1.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m3q2.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m3q3.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m3q4.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m3q5.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m3q6.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m2q0.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m2q1.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m2q2.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m2q3.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m2q4.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m2q5.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m2q6.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m1q0.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m1q1.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m1q2.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m1q3.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m1q4.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m1q5.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m1q6.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m0q0.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m0q1.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m0q2.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m0q3.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m0q4.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m0q5.T )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(m0q6.T )
NET: delay(545 545), type(tFBK+tROUTE+tBLA*12+tPTSR), from(ir4.Q ), to(LED16.AR )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(LED27.D.X1 )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(LED26.D.X1 )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(LED25.D.X1 )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(LED24.D.X1 )
NET: delay(425 425), type(tFBK+tROUTE+tBLA*12+tMCELL), from(ir4.Q ), to(LED12 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(db3.OUT), to(P3 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(db3.OUT), to(C3 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(db3.OUT), to(alu3 )
NET: delay(375 375), type(tFBK+tROUTE+tBLA*2+tMCELL), from(db3.OUT), to(LED11.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db2.OUT), to(P2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db2.OUT), to(C2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db2.OUT), to(C3 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db2.OUT), to(alu2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db2.OUT), to(LED10.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db1.OUT), to(P1 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db1.OUT), to(C1 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db1.OUT), to(C2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db1.OUT), to(C3 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db1.OUT), to(alu1.X1 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db1.OUT), to(LED9.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db0.OUT), to(C1 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db0.OUT), to(C2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db0.OUT), to(C3 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db0.OUT), to(alu0 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db0.OUT), to(alu1.X1 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(db0.OUT), to(LED8.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(aly.OUT), to(P1 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(aly.OUT), to(P2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(aly.OUT), to(P3 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(aly.OUT), to(C1 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(aly.OUT), to(C2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(aly.OUT), to(C3 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(aly.OUT), to(alu0 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(aly.OUT), to(alu1.X1 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(aly.OUT), to(alu2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(aly.OUT), to(alu3 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(aly.OUT), to(LED7.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(P1.OUT), to(C1 )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(P1.OUT), to(C2 )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(P1.OUT), to(C3 )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(P1.OUT), to(alu1.X2 )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(P2.OUT), to(C2 )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(P2.OUT), to(C3 )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(P2.OUT), to(alu2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(P3.OUT), to(C3 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(P3.OUT), to(alu3 )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(C1.OUT), to(alu2 )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(C2.OUT), to(alu3 )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(C2.OUT), to(LED4.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(ale.OUT), to(LED7.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(ale.OUT), to(LED6.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(ale.OUT), to(LED5.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(ale.OUT), to(LED4.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(ale.OUT), to(LED3.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(ale.OUT), to(LED2.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(ale.OUT), to(LED1.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(ale.OUT), to(LED0.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(alx.OUT), to(alu0 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(alx.OUT), to(alu1.X2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(alx.OUT), to(alu1.X1 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(alx.OUT), to(alu2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(alx.OUT), to(alu3 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(alx.OUT), to(LED7.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(alx.OUT), to(LED4.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(C3.OUT), to(LED7.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(C3.OUT), to(LED4.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(alu0.OUT), to(LED5.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(alu0.OUT), to(LED0.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(alu1.OUT), to(LED5.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(alu1.OUT), to(LED1.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(alu2.OUT), to(LED5.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(alu2.OUT), to(LED2.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(alu3.OUT), to(LED6.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(alu3.OUT), to(LED5.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(alu3.OUT), to(LED3.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm4.OUT), to(DIS2g )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm4.OUT), to(DIS2f )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm4.OUT), to(DIS2e )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm4.OUT), to(DIS2d )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm4.OUT), to(DIS2c )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm4.OUT), to(DIS2b )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm4.OUT), to(DIS2a )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm5.OUT), to(DIS2g )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm5.OUT), to(DIS2f )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm5.OUT), to(DIS2e )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm5.OUT), to(DIS2d )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm5.OUT), to(DIS2c )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm5.OUT), to(DIS2b )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm5.OUT), to(DIS2a )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm6.OUT), to(DIS2g )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm6.OUT), to(DIS2f )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm6.OUT), to(DIS2e )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm6.OUT), to(DIS2d )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm6.OUT), to(DIS2c )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm6.OUT), to(DIS2b )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm6.OUT), to(DIS2a )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm0.OUT), to(DIS1g )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm0.OUT), to(DIS1f )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm0.OUT), to(DIS1e )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm0.OUT), to(DIS1d )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm0.OUT), to(DIS1c )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm0.OUT), to(DIS1b )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm0.OUT), to(DIS1a )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm1.OUT), to(DIS1g )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm1.OUT), to(DIS1f )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm1.OUT), to(DIS1e )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm1.OUT), to(DIS1d )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm1.OUT), to(DIS1c )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm1.OUT), to(DIS1b )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm1.OUT), to(DIS1a )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm2.OUT), to(DIS1g )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm2.OUT), to(DIS1f )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm2.OUT), to(DIS1e )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm2.OUT), to(DIS1d )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm2.OUT), to(DIS1c )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm2.OUT), to(DIS1b )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm2.OUT), to(DIS1a )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm3.OUT), to(DIS1g )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm3.OUT), to(DIS1f )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm3.OUT), to(DIS1e )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm3.OUT), to(DIS1d )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm3.OUT), to(DIS1c )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm3.OUT), to(DIS1b )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(dm3.OUT), to(DIS1a )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(C1 )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(C2 )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(C3 )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(alu0 )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(alu1.X1 )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m13q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m12q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m11q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m10q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m9q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m8q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m7q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m6q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m5q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m4q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m3q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m2q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m1q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(m0q0.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(LED24.D.X1 )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED0.Q ), to(LED0.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(P1 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(C1 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(C2 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(C3 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(alu1.X1 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m13q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m12q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m11q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m10q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m9q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m8q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m7q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m6q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m5q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m4q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m3q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m2q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m1q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(m0q1.T )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(LED25.D.X1 )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(LED1.Q ), to(LED1.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED2.Q ), to(P2 )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED2.Q ), to(C2 )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED2.Q ), to(C3 )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED2.Q ), to(alu2 )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED2.Q ), to(m13q2.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED2.Q ), to(m12q2.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(LED2.Q ), to(m11q2.T )
